"","ISO","WEO.Subject.Code","Country","Subject.Descriptor","Units","Scale","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","Estimates.Start.After"
"1338","KHM","PCPIPCH","Cambodia","Inflation, average consumer prices","Percent change","",141.8,"191",75,114.319,10.44,10.077,7.147,10.503,12.899,1.996,-0.826,-0.117,-0.036,1.027,3.925,6.349,6.143,7.668,24.997,-0.663,3.997,5.48,2.933,2.944,3.853,1.215,3.035,2.906,2.46,1.944,"2.938",2.921,5.327,2.99,2021
"1339","KHM","PCPIE","Cambodia","Inflation, end of period consumer prices","Index","",6.233,"15.582",33.034,46.578,60.505,59.38,65.338,76.243,82.329,82.478,82.76,82.324,83.499,83.464,87.858,95.248,99.249,113.096,127.256,134.032,138.245,145.03,148.715,155.668,157.287,161.766,168.034,171.782,174.586,179.95,"185.125",191.979,197.5,203.405,2021
"1340","KHM","PCPIEPCH","Cambodia","Inflation, end of period consumer prices","Percent change","",151,"150",112,41,29.902,-1.859,10.034,16.69,7.982,0.181,0.341,-0.527,1.427,-0.042,5.265,8.411,4.201,13.952,12.52,5.325,3.143,4.908,2.541,4.675,1.04,2.848,3.875,2.231,1.632,3.072,"2.876",3.702,2.876,2.99,2021
"1341","KHM","TM_RPCH","Cambodia","Volume of imports of goods and services","Percent change","",NA,NA,NA,NA,NA,NA,17.38,9.567,50.806,34.147,8.044,16.44,12.623,5.132,6.068,5.2,10.719,-10.192,-8.188,11.207,5.471,15.44,11.028,18.466,14.785,21.541,13.601,6.847,13.639,18.071,"-3.375",23.586,-13.745,-4.372,2021
"1342","KHM","TMG_RPCH","Cambodia","Volume of Imports of goods","Percent change","",NA,NA,NA,NA,NA,NA,12.833,11.428,50.137,34.817,9.341,16.775,13.281,4.812,6.552,4.706,10.501,-11.39,-7.623,10.011,8.385,13.876,10.795,18.99,14.227,22.015,13.278,6.397,15.771,18.919,"-1.278",38.208,-21.431,-4.609,2021
"1343","KHM","TX_RPCH","Cambodia","Volume of exports of goods and services","Percent change","",NA,NA,NA,NA,NA,NA,17.395,97.167,-13.563,29.177,33.65,28.573,10.489,-4.433,31.23,21.43,12.879,10.959,2.026,4.262,31.695,24.396,12.683,22.774,15.164,15.009,13.174,9.918,14.629,13.91,"-1.128",-7.178,11.231,8.366,2021
"1344","KHM","TXG_RPCH","Cambodia","Volume of exports of goods","Percent change","",NA,NA,NA,NA,NA,NA,0,117.21,-12.348,25.186,28.88,25.949,9.871,1.484,26.485,14.97,15.656,4.013,2.394,0.763,28.783,22.626,11.24,28.178,17.468,18.474,15.707,8.512,13.847,15.072,"26.91",-1.674,3.448,5.539,2021
"1345","KHM","LUR","Cambodia","Unemployment rate","Percent of total labor force","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1346","KHM","LE","Cambodia","Employment","Persons","Millions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1347","KHM","LP","Cambodia","Population","Persons","Millions",9.009,"9.324",9.659,10.007,10.43,10.769,11.091,11.396,11.685,11.96,12.223,12.473,12.709,12.934,13.149,13.356,13.555,13.747,13.941,14.096,14.251,14.406,14.561,14.716,14.871,15.026,15.181,15.336,15.491,15.6,"15.678",15.835,15.993,16.153,2021
"1348","KHM","GGR","Cambodia","General government revenue","National currency","Billions",NA,NA,NA,NA,NA,NA,748.035,881.96,943.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,334.52",NA,NA,NA,2021
"1349","KHM","GGR_NGDP","Cambodia","General government revenue","Percent of GDP","",NA,NA,NA,NA,NA,NA,8.129,8.693,8.048,10.004,10.229,9.986,10.499,9.58,10.303,11.948,12.78,15.13,15.885,15.619,17.108,15.9,17.155,18.75,20.076,19.626,20.818,21.581,23.707,26.78,"23.925",21.575,22.141,22.026,2021
"1350","KHM","GGX","Cambodia","General government total expenditure","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28,935.45",NA,NA,NA,2021
"1351","KHM","GGX_NGDP","Cambodia","General government total expenditure","Percent of GDP","",NA,NA,NA,NA,NA,NA,15.665,12.417,13.406,13.806,15.045,15.133,16.88,15.749,13.865,12.332,12.952,14.404,15.382,20.4,20.903,20.595,21.68,21.366,21.718,20.272,21.118,22.356,23.046,23.817,"27.325",28.64,26.241,27.015,2021
"1352","KHM","GGXCNL","Cambodia","General government net lending/borrowing","National currency","Billions",NA,NA,NA,NA,NA,NA,-693.437,-377.794,-627.946,-508.617,-678.142,-804.55,NA,NA,-763.529,-98.955,-51.452,254.668,211.141,NA,NA,NA,NA,NA,NA,-474.341,-243.467,-695.678,658.308,NA,"-3,600.93",NA,NA,NA,2021
"1353","KHM","GGXCNL_NGDP","Cambodia","General government net lending/borrowing","Percent of GDP","",NA,NA,NA,NA,NA,NA,-7.536,-3.724,-5.358,-3.802,-4.815,-5.146,-6.381,-6.169,-3.562,-0.384,-0.172,0.727,0.503,-4.781,-3.795,-4.695,-4.525,-2.616,-1.643,-0.646,-0.3,-0.774,0.661,2.963,"-3.401",-7.065,-4.1,-4.989,2021
"1354","KHM","GGSB","Cambodia","General government structural balance","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1355","KHM","GGSB_NPGDP","Cambodia","General government structural balance","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1356","KHM","GGXONLB","Cambodia","General government primary net lending/borrowing","National currency","Billions",NA,NA,NA,NA,NA,NA,-680.593,-368.246,-613.207,-486.263,-657.09,-782.923,NA,NA,-714.931,-43.722,-1.473,324.428,290.351,NA,NA,NA,NA,NA,-879.486,-251.502,47.928,-407.355,996.326,NA,"-3,220.06",NA,NA,NA,2021
"1357","KHM","GGXONLB_NGDP","Cambodia","General government primary net lending/borrowing","Percent of GDP","",NA,NA,NA,NA,NA,NA,-7.396,-3.63,-5.232,-3.635,-4.666,-5.008,-6.214,-5.985,-3.335,-0.17,-0.005,0.926,0.692,-4.581,-3.563,-4.427,-4.227,-2.283,-1.304,-0.343,0.059,-0.453,1.001,3.296,"-3.041",-6.7,-3.833,-4.709,2021
"1358","KHM","GGXWDN","Cambodia","General government net debt","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1359","KHM","GGXWDN_NGDP","Cambodia","General government net debt","Percent of GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1360","KHM","GGXWDG","Cambodia","General government gross debt","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36,399.84",NA,NA,NA,2021
"1361","KHM","GGXWDG_NGDP","Cambodia","General government gross debt","Percent of GDP","",NA,NA,NA,NA,NA,NA,30.151,31.576,37.183,34.737,35.235,34.869,39.748,43.099,42.703,35.561,30.682,29.387,26.995,28.465,28.744,29.735,31.534,31.734,31.901,31.157,29.124,29.969,28.447,28.216,"34.375",35.88,36.533,37.542,2021
"1362","KHM","NGDP_FY","Cambodia","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",737.478,"1,644.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105,891.75",NA,NA,NA,2021
"1363","KHM","BCA","Cambodia","Current account balance","U.S. dollars","Billions",NA,NA,-0.025,-0.04,-0.095,-0.162,-0.247,0.045,-0.172,-0.169,-0.096,-0.039,-0.097,-0.166,-0.116,-0.24,-0.047,-0.143,-0.685,-1.03,-0.983,-1.029,-1.212,-1.289,-1.429,-1.58,-1.699,-1.756,-2.895,-4.067,"-2.182",-12.624,-7.684,-3.726,2021
"1364","KHM","BCA_NGDPD","Cambodia","Current account balance","Percent of GDP","",NA,NA,-1.009,-1.644,-3.436,-4.695,-7.043,1.307,-5.499,-4.821,-2.627,-0.97,-2.266,-3.56,-2.17,-3.824,-0.646,-1.652,-6.621,-9.916,-8.751,-8.031,-8.624,-8.462,-8.557,-8.739,-8.479,-7.909,-11.77,-15.015,"-8.466",-47.457,-26.919,-12.166,2021
"1365","CMR","NGDP_R","Cameroon","Gross domestic product, constant prices","National currency","Billions",NA,"8,926.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22,441.54",NA,NA,NA,2021
"1366","CMR","NGDP_RPCH","Cameroon","Gross domestic product, constant prices","Percent change","",-6.161,"-3.764",-3.05,-3.158,-2.495,3.304,4.912,5.314,4.895,4.062,3.363,3.356,4.847,4.994,6.561,1.218,3.524,4.1,2.858,2.619,2.935,3.484,4.508,4.987,5.779,5.6,4.479,3.541,4.022,3.422,"0.539",3.649,3.383,4.322,2021
"1367","CMR","NGDP","Cameroon","Gross domestic product, current prices","National currency","Billions",NA,"4,385.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23,486.47",NA,NA,NA,2021
"1368","CMR","NGDPD","Cameroon","Gross domestic product, current prices","U.S. dollars","Billions",14.641,"16.325",14.963,15.611,10.622,10.075,11.227,11.352,11.338,11.553,10.245,10.95,12.369,15.944,18.803,19.534,20.912,23.931,27.712,27.903,27.53,30.626,30.174,33.729,36.396,32.213,33.805,36.086,39.992,39.673,"40.863",45.391,43.716,48.625,2021
"1369","CMR","PPPGDP","Cameroon","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",23.235,"23.116",22.922,22.724,22.63,23.868,25.499,27.317,28.977,30.579,32.324,34.161,36.375,38.946,42.615,44.486,47.475,50.757,53.209,54.953,57.245,60.471,63.568,69.099,75.135,79.113,84.393,90.038,95.91,100.971,"102.841",111.381,123.216,133.455,2021
"1370","CMR","NGDP_D","Cameroon","Gross domestic product, deflator","Index","",47.455,"49.126",48.473,49.427,56.533,61.892,63.612,65.855,68.361,69.915,71.308,73.754,75.532,77.344,77.806,79.65,81.706,82.286,86.344,89.42,90.004,92.241,94.138,97.02,98.919,99.289,100,101.025,102.876,104.133,"104.656",108.157,113.152,118.583,2021
"1371","CMR","NGDPRPC","Cameroon","Gross domestic product per capita, constant prices","National currency","Units",NA,"742,388.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"845,387.41",NA,NA,NA,2021
"1372","CMR","NGDPRPPPPC","Cameroon","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,"3,221.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,668.59",NA,NA,NA,2021
"1373","CMR","NGDPPC","Cameroon","Gross domestic product per capita, current prices","National currency","Units",NA,"364,706.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"884,750.63",NA,NA,NA,2021
"1374","CMR","NGDPDPC","Cameroon","Gross domestic product per capita, current prices","U.S. dollars","Units",NA,"1,357.68",NA,NA,808.04,745.55,808.211,794.939,772.304,765.544,660.382,687.404,756.14,949.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,539.35",NA,NA,NA,2021
"1375","CMR","PPPPC","Cameroon","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",NA,"1,922.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,874.08",NA,NA,NA,2021
"1376","CMR","NGAP_NPGDP","Cameroon","Output gap in percent of potential GDP","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1377","CMR","PPPSH","Cameroon","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.084,"0.079",0.069,0.065,0.062,0.062,0.062,0.063,0.064,0.065,0.064,0.065,0.066,0.066,0.067,0.065,0.064,0.063,0.063,0.065,0.063,0.063,0.063,0.065,0.069,0.071,0.073,0.074,0.074,0.074,"0.077",0.075,0.075,0.076,2021
"1378","CMR","PPPEX","Cameroon","Implied PPP conversion rate","National currency per current international dollar","",189.458,"189.712",183.018,182.299,204.149,218.911,220.948,224.863,230.82,232.787,232.166,234.838,236.81,237.797,232.965,231.233,230.102,225.639,232.309,239.055,237.758,238.707,242.194,241.083,239.119,240.708,237.444,232.801,231.501,230.2,"228.377",225.871,220.831,222.912,2021
"1379","CMR","NID_NGDP","Cameroon","Total investment","Percent of GDP","",18.449,"17.326",14.128,15.698,14.411,15.321,16.182,17.168,17.254,17.669,17.192,18.774,19.441,18.095,18.868,18.671,17.776,18.378,19.754,18.56,18.228,18.732,18.001,18.652,19.728,18.25,19.818,19.445,19.538,18.935,"17.743",17.942,17.429,18.784,2021
"1380","CMR","NGSD_NGDP","Cameroon","Gross national savings","Percent of GDP","",12.343,"12.358",11.324,12.383,16.469,18.231,16.67,15.776,16.27,14.788,13.263,13.384,13.45,14.74,16.784,16.907,19.028,19.133,17.599,16.736,16.096,15.567,15.116,15.268,15.242,14.316,16.454,16.29,15.71,14.401,"13.512",14.437,15.853,15.942,2021
"1381","CMR","PCPI","Cameroon","Inflation, average consumer prices","Index","",104.58,"103.95",105.91,101.97,114.88,144.525,150.192,157.375,162.375,165.35,167.408,174.858,179.783,180.917,181.369,184.983,194.058,196.242,206.717,213,215.725,222.1,227.396,232.058,236.363,242.694,244.812,246.38,249.001,255.118,"261.369",267.281,281.447,298.053,2021
"1382","CMR","PCPIPCH","Cameroon","Inflation, average consumer prices","Percent change","",1.504,"-0.602",1.886,-3.72,12.661,25.805,3.921,4.783,3.177,1.832,1.245,4.45,2.817,0.63,0.25,1.993,4.906,1.125,5.338,3.04,1.279,2.955,2.384,2.05,1.855,2.678,0.873,0.641,1.064,2.456,"2.451",2.262,5.3,5.9,2021
"1383","CMR","PCPIE","Cameroon","Inflation, end of period consumer prices","Index","",100.08,"99.85",100.6,96.52,129.13,150.1,151.3,158.3,167.7,166.9,169.4,177.8,182,181.9,183.733,190.1,194.7,201.4,212.1,214.1,219.6,225.6,231.317,235.124,241.286,244.775,245.489,247.36,252.242,258.365,"263.841",272.962,289.34,305.832,2021
"1384","CMR","PCPIEPCH","Cameroon","Inflation, end of period consumer prices","Percent change","",-0.734,"-0.23",0.751,-4.056,33.786,16.239,0.799,4.627,5.938,-0.477,1.498,4.959,2.362,-0.055,1.008,3.465,2.42,3.441,5.313,0.943,2.569,2.732,2.534,1.646,2.621,1.446,0.292,0.762,1.974,2.427,"2.119",3.457,6,5.7,2021
"1385","CMR","TM_RPCH","Cameroon","Volume of imports of goods and services","Percent change","",4.453,"-0.245",-8.784,-5.915,2.885,-2.346,10.215,16.728,9.3,-0.2,6.694,12.368,0.69,-1.377,3.69,5.78,3.317,18.242,11.525,-12.502,-3.021,9.142,4.507,8.426,10.312,2.895,-0.746,1.186,2.055,22.782,"-15.623",14.909,-2.05,10.237,2021
"1386","CMR","TMG_RPCH","Cameroon","Volume of Imports of goods","Percent change","",10.106,"3.441",-19.402,0.807,3.045,-5.668,13.233,19.547,13.533,0.842,14.865,16.418,-4.208,9.418,0.37,12.526,6.028,22.483,5.332,-9.97,2.736,14.061,1.805,4.131,12.707,1.836,-5.658,-1.481,4.152,24.798,"-13.38",17.443,-2.897,9.19,2021
"1387","CMR","TX_RPCH","Cameroon","Volume of exports of goods and services","Percent change","",-0.292,"-3.931",4.831,-17.073,-7.62,5.501,6.483,14.277,11.439,8.094,-5.274,9.495,-3.308,-5.228,12.12,-10.677,-1.272,20.225,-4.454,11.974,-10.334,12.847,-4.366,14.544,15.206,12.51,1.091,3.098,-1.481,-2.217,"-6.972",2.168,6.021,12.829,2021
"1388","CMR","TXG_RPCH","Cameroon","Volume of exports of goods","Percent change","",1.992,"-4.079",5.337,-16.5,-11.018,1.642,7.421,13.767,11.13,8.158,-9.945,-1.749,-4.302,14.445,0.198,-2.937,1.3,19.067,-2.744,7.408,-9.84,10.42,-0.946,11.313,16.17,14.125,-4.134,-1.369,-0.694,-1.413,"-5.932",14.064,4.168,6.305,2021
"1389","CMR","LUR","Cameroon","Unemployment rate","Percent of total labor force","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1390","CMR","LE","Cameroon","Employment","Persons","Millions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1391","CMR","LP","Cameroon","Population","Persons","Millions",11.665,"12.025",12.391,12.764,13.145,13.513,13.892,14.28,14.68,15.091,15.514,15.929,16.358,16.801,17.259,17.733,18.224,18.73,19.253,19.79,20.341,20.906,21.485,22.077,22.682,23.298,23.927,24.566,25.216,25.876,"26.546",27.224,27.912,28.608,2022
"1392","CMR","GGR","Cameroon","General government revenue","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,145.32",NA,NA,NA,2021
"1393","CMR","GGR_NGDP","Cameroon","General government revenue","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.119,15.463,15.369,13.724,12.953,15.456,40.718,17.336,17.912,14.661,14.254,15.588,15.756,15.653,15.975,15.823,14.303,14.503,15.545,15.421,"13.392",13.956,16.119,15.471,2021
"1394","CMR","GGX","Cameroon","General government total expenditure","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,894.11",NA,NA,NA,2021
"1395","CMR","GGX_NGDP","Cameroon","General government total expenditure","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.575,14.602,13.862,13.164,13.409,12.427,12.504,13.462,15.912,14.701,15.186,17.846,17.152,19.208,20.062,20.069,20.184,19.227,17.953,18.665,"16.58",16.94,17.96,16.24,2021
"1396","CMR","GGXCNL","Cameroon","General government net lending/borrowing","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.908,69.1,129.781,51.881,-45.25,311.632,NA,443.658,247.223,-5.348,-126.901,-325.937,-214.92,-592.149,-734.341,-808.514,NA,-990.346,-534.654,-753.963,"-748.787",-750.695,-501.175,-228.773,2021
"1397","CMR","GGXCNL_NGDP","Cameroon","General government net lending/borrowing","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.545,0.861,1.507,0.56,-0.456,3.029,28.214,3.874,2,-0.041,-0.932,-2.258,-1.396,-3.555,-4.087,-4.246,-5.881,-4.725,-2.408,-3.244,"-3.188",-2.984,-1.842,-0.769,2021
"1398","CMR","GGSB","Cameroon","General government structural balance","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1399","CMR","GGSB_NPGDP","Cameroon","General government structural balance","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"1400","CMR","GGXONLB","Cameroon","General government primary net lending/borrowing","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.45,276.3,330.181,232.46,118.596,440.73,NA,494.058,284.41,27.225,-94.329,-281.392,-163.674,-534.195,-665.179,-738.612,NA,-816.329,-336.037,-522.36,"-551.257",-509.095,-238.575,94.093,2021
"1401","CMR","GGXONLB_NGDP","Cameroon","General government primary net lending/borrowing","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.856,3.444,3.833,2.51,1.195,4.284,29.012,4.314,2.301,0.207,-0.693,-1.949,-1.063,-3.207,-3.702,-3.879,-5.159,-3.895,-1.513,-2.247,"-2.347",-2.024,-0.877,0.316,2021
"1402","CMR","GGXWDN","Cameroon","General government net debt","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.814,996.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,105.52",NA,NA,NA,2021
"1403","CMR","GGXWDN_NGDP","Cameroon","General government net debt","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,64.879,65.464,72.656,59.548,54.191,49.448,50.388,42.365,15.68,10.344,7.344,7.585,9.975,12.043,12.686,15.286,19.117,27.558,30.503,33.28,35.904,39.465,"43.027",45.4,44.987,41.034,2021
"1404","CMR","GGXWDG","Cameroon","General government gross debt","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,535.45",NA,NA,NA,2021
"1405","CMR","GGXWDG_NGDP","Cameroon","General government gross debt","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,67.759,68.37,75.881,62.182,56.6,51.521,51.728,43.843,18.354,13.804,11.153,11.256,13.989,15.047,14.874,17.472,20.707,31.62,32.108,36.539,38.335,41.597,"44.858",46.784,46.432,42.774,2021
"1406","CMR","NGDP_FY","Cameroon","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23,486.47",NA,NA,NA,2021
"1407","CMR","BCA","Cameroon","Current account balance","U.S. dollars","Billions",-0.551,"-0.336",-0.366,-0.512,-0.056,0.09,-0.287,-0.582,-0.151,-0.51,-0.218,-0.348,-0.439,-0.598,-0.416,-0.496,0.194,0.286,-0.452,-1.123,-0.857,-0.749,-0.956,-1.128,-1.402,-1.174,-1.037,-0.95,-1.409,-1.695,"-1.517",-1.799,-0.689,-1.382,2021
"1408","CMR","BCA_NGDPD","Cameroon","Current account balance","Percent of GDP","",-3.765,"-2.056",-2.445,-3.281,-0.528,0.892,-2.553,-5.129,-1.33,-4.411,-2.132,-3.175,-3.552,-3.75,-2.213,-2.537,0.925,1.195,-1.629,-4.025,-3.113,-2.446,-3.168,-3.345,-3.852,-3.643,-3.069,-2.632,-3.524,-4.273,"-3.713",-3.962,-1.576,-2.843,2021
"1409","CAN","NGDP_R","Canada","Gross domestic product, constant prices","National currency","Billions",NA,"1,069.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,002.92",NA,NA,NA,2022
"1410","CAN","NGDP_RPCH","Canada","Gross domestic product, constant prices","Percent change","",0.165,"-2.086",0.9,2.661,4.494,2.694,1.619,4.28,3.896,5.163,5.178,1.79,3.018,1.802,3.087,3.204,2.634,2.072,1.004,-2.926,3.09,3.146,1.761,2.329,2.87,0.659,1.001,3.04,2.777,1.888,"-5.074",5.012,3.396,1.453,2022
"1411","CAN","NGDP","Canada","Gross domestic product, current prices","National currency","Billions",695.501,"701.773",718.436,747.037,791.972,831.621,859.834,906.926,940.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,209.68",NA,NA,NA,2022
"1412","CAN","NGDPD","Canada","Gross domestic product, current prices","U.S. dollars","Billions",596.089,"612.514",594.376,579.059,579.913,605.941,630.598,655.01,634.004,678.417,744.631,738.968,760.149,895.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,647.60",NA,NA,NA,2022
"1413","CAN","PPPGDP","Canada","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",564.117,"571.03",589.301,619.32,660.978,693.018,717.134,760.722,799.257,852.366,916.809,954.244,998.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,865.20",NA,NA,NA,2022
"1414","CAN","NGDP_D","Canada","Gross domestic product, deflator","Index","",63.682,"65.626",66.584,67.441,68.422,69.963,71.184,72.001,71.87,73.237,76.412,77.679,78.642,81.201,83.854,86.473,88.699,91.605,95.258,93.053,95.705,98.802,100,101.738,103.716,102.807,103.582,106.239,107.957,109.648,"110.323",119.318,128.067,128.7,2022
"1415","CAN","NGDPRPC","Canada","Gross domestic product per capita, constant prices","National currency","Units",NA,"38,208.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52,739.93",NA,NA,NA,2022
"1416","CAN","NGDPRPPPPC","Canada","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,"33,694.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46,508.36",NA,NA,NA,2022
"1417","CAN","NGDPPC","Canada","Gross domestic product per capita, current prices","National currency","Units",NA,"25,074.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58,184.18",NA,NA,NA,2022
"1418","CAN","NGDPDPC","Canada","Gross domestic product per capita, current prices","U.S. dollars","Units",NA,"21,885.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43,383.71",NA,NA,NA,2022
